,title,salary_standardized,location,habilidades
4037,"Analyst, Finance Data & Reporting - Now Hiring",75649.6,"Pleasant View, CO","('excel',)"
4038,"Analyst, Finance Data & Reporting",88743.2,"Arvada, CO","('excel',)"
4039,"Analyst, Finance Data & Reporting",88743.2,"Morrison, CO","('excel',)"
4041,Intern - Data Analyst - Summer 2025,54080.0,"Colorado Springs, CO","('sql', 'powerbi', 'excel', 'r')"
4043,Intern - Data Analyst and Intelligence - Summer 2025,54080.0,"Denver, CO","('powerbi', 'excel')"
4048,Sr. Data Analyst - Full-time / Part-time,48391.2,"California, MO","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4050,"Data Analyst, AI Automation",42244.8,"Oklahoma City, OK","('python', 'sql', 'powerbi')"
4053,Senior Data Analyst,47205.6,"Mosca, CO","('python', 'sql', 'powerbi', 'tableau', 'aws')"
4054,"Analyst, Finance Data & Reporting",88743.2,"Bow Mar, CO","('excel',)"
4063,Senior Business Intelligence Analyst,66435.2,"California, MO","('sql', 'tableau')"
4113,Decision support analyst,90300.0,"Home, KS","('sql', 'powerbi')"
4121,Data analyst ii,100000.0,"Rogers, AR","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4129,Senior risk analyst,117500.0,"Decatur, AR","('python', 'sql', 'powerbi', 'tableau')"
4137,Principal data analyst,135000.0,"Bentonville, AR","('sql', 'powerbi', 'tableau')"
4145,Reporting analyst,150500.0,"Kansas City, MO","('sql', 'powerbi', 'excel', 'azure', 'aws')"
4153,Analyst consumer,70298.0,"Chouteau, OK","('excel', 'tableau')"
4170,SENIOR DATA ANALYST,155126.4,  United States   ,"('sql', 'powerbi')"
4174,Tableau Data Analyst  - Contract to Hire,79040.0, Anywhere ,"('tableau',)"
4175,Data Analyst and Power BI expert,114400.0, Anywhere ,"('powerbi',)"
4176,"Data Analyst for Sales, Marketing, Research, and Call Center Data",40560.0, Anywhere ,"('tableau',)"
4181,Experienced Data Analyst Needed for Advanced Analytics and...,83200.0, Anywhere ,"('powerbi', 'tableau')"
4182,Energy Resources Analyst - Contract to hire,36400.0, Anywhere ,"('powerbi', 'excel')"
4225,Data Analyst II,100000.0,"Bentonville, AR","('python', 'sql', 'powerbi', 'tableau')"
4226,Data Analyst,40508.5,"Chesapeake, MO","('excel',)"
4227,Business Intelligence Analyst / Data Scientist,115000.0,"Woodland Hills, AR","('python', 'sql', 'powerbi', 'tableau', 'machine_learning', 'aws')"
4242,Production Analyst,69000.0,"Loveland, CO","('excel',)"
4268,Permanency and Youth Services Data Analyst - ANALYST V,116388.0,"Denver, CO","('sql', 'tableau')"
4276,Business Systems Analyst,119600.0,"Broomfield, CO","('python', 'sql', 'powerbi', 'tableau')"
4285,Contract Data Analyst,60000.0,Anywhere,"('excel',)"
4287,Business Data Analyst - US,85000.0,"Longmont, CO","('sql', 'powerbi', 'excel', 'tableau')"
4288,Quality Clinical Data Analyst,85820.80000000002,Anywhere,"('sql', 'powerbi', 'excel')"
4323,Data Analyst II,100000.0,"Gravette, AR","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4325,Data Analyst II,100000.0,"Elkins, AR","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4326,Data Analyst II,100000.0,"Johnson, AR","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4327,Data Analyst II (Unfilled),100000.0,"Tontitown, AR","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4328,"Senior, Data Analyst - Driver Acquisition 2",117500.0,"Bella Vista, AR","('python', 'sql', 'powerbi', 'excel', 'tableau', 'r')"
4329,"Senior, Data Analyst",117500.0,"Tontitown, AR","('python', 'sql', 'powerbi', 'tableau')"
4330,"Senior, Data Analyst-Investigative Risk and Operational Compliance Center",117500.0,"Springdale, AR","('python', 'sql', 'powerbi', 'tableau')"
4331,"Senior Manager, Data Analytics",135000.0,"Bella Vista, AR","('python', 'sql', 'powerbi', 'tableau')"
4332,"Senior Manager, Advanced Analytics - Last Mile Forecasting",135000.0,"Lowell, AR","('machine_learning',)"
4333,"(USA) Senior Manager, Data Analytics - Health and Wellness Business Analyst",135000.0,"Cave Springs, AR","('python', 'sql', 'powerbi', 'tableau')"
4334,"(USA) Director, Data Analytics and Governance",165000.0,"Fayetteville, AR","('python', 'sql', 'powerbi', 'excel', 'tableau', 'machine_learning')"
4335,"(USA) Director, Data Analytics - People Analytics",165000.0,"Bella Vista, AR","('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
4356,PXP Analyst,75926.175,"Jefferson City, MO","('powerbi', 'excel')"
4357,Procurement Data Analyst II,79202.215,"Colorado Springs, CO","('excel',)"
4387,Statistical Analyst,67518.0,Anywhere,"('sql', 'excel')"
4388,Data Scientist (Visualization),135372.5,"Los Alamos, NM","('powerbi',)"
4426,Senior Data Analyst,97500.0,"Denver, CO","('python', 'tableau', 'machine_learning')"
4436,PXP Analyst,75926.175,"Topeka, KS","('powerbi', 'excel')"
4438,"(USA) Senior, Data Analyst",117500.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau', 'r')"
4456,"Data Analyst, Clinical Analytics & Reporting (Remote)",67500.0, Anywhere ,"('python',)"
4457,Data Analyst - Compliance (Remote),117500.0, Anywhere ,"('python', 'sql', 'tableau')"
4458,Data Analyst - Remote,104100.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'azure')"
4484,Data Analyst - Entry/Junior,115500.0,"  Norman, OK   ","('python', 'powerbi', 'tableau', 'machine_learning')"
4522,Apprentice GIS Data Analyst,40150.0, Anywhere ,"('python',)"
4556,Data Scientist,225000.0,  United States   ,"('python', 'machine_learning')"
4591,BUSINESS ANALYST-REMOTE,95000.0, Anywhere ,"('sql', 'powerbi')"
4593,Quantitative Research Analyst - Remote,225000.0, Anywhere ,"('python', 'machine_learning')"
4595,Sr Data Analyst(Remote Or Hybrid),119750.0, Anywhere ,"('python', 'sql')"
4603,[Full Remote] Data Scientist,80000.0, Anywhere ,"('machine_learning',)"
4729,Data Analyst II,100000.0,"  Rogers, AR   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4730,Data Analyst II,100000.0,"  Bella Vista, AR   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4731,Data Analyst II,100000.0,"  Farmington, AR   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4732,Data Analyst II,100000.0,"  Pea Ridge, AR   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4733,Data Analyst II,100000.0,"  Cave Springs, AR   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
4734,Data Analyst II,100000.0,"  Gravette, AR   ","('python', 'sql', 'powerbi', 'excel', 'tableau')"
5031,Data Analyst- Decision Intelligence,134000.0,Anywhere,"('python', 'sql', 'powerbi', 'machine_learning')"
5033,"Principal Data Solutions Analyst, Small Commercial Data Strategy and Solutions",134000.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau')"
5034,Business Systems Data Analyst,71656.0,Anywhere,"('sql',)"
5035,Sr. Data and Insights Business Systems Analyst-Salesforce,144000.0,Anywhere,"('python',)"
5044,Digital Web Analyst,93600.0,Anywhere,"('excel',)"
5084,"Freelance Data Analyst with Python, Excel, and Tableau Expertise",57200.0,Anywhere,"('python', 'excel', 'tableau')"
5085,Data Analyst / Business Strategist for Market Optimization in Construction Bidding,67600.0,Anywhere,"('python', 'sql')"
5088,Data Analyst (SQL & Quicksight),46800.0,Anywhere,"('sql',)"
5089,AI Data Analyst for Anomaly Detection in Timeline Databases,67600.0,Anywhere,"('machine_learning',)"
5113,"Sales Analyst, Grocery",65000.0,"Broomfield, CO","('excel',)"
5116,"Consultant, Strategic Analytics-Sg2",92250.0,"Centennial, CO","('excel',)"
5119,"Data Scientist, Operations Research - Full-time",98675.2,"Cheyenne, WY","('python', 'sql', 'tableau')"
5143,Actuarial Analyst - Modeling (Mid-Level),150590.0,"Colorado Springs, CO","('python', 'sql', 'machine_learning')"
5145,Decision Science Analyst,112255.0,"Colorado Springs, CO","('sql',)"
5171,Housing Stability Data Analytics Supervisor,130754.0,"Denver, CO","('python', 'sql', 'powerbi', 'tableau')"
5187,Sr. BI Analyst,115000.0,"Englewood, CO","('powerbi', 'tableau')"
5207,Data Analyst,87050.0,"Greenwood Village, CO","('sql', 'excel', 'tableau')"
5213,IT Business Systems Analyst IV,144000.0,"Lakewood, CO","('python', 'sql', 'powerbi', 'excel')"
5221,Data Analyst - TrainingPeaks,107089.0,"Louisville, CO","('python', 'sql', 'tableau')"
5236,Data Analyst- Qa - 67016157,36091.0,United States,"('excel',)"
5237,"Workforce Analyst, Mission Control Analytics",214000.0,United States,"('python', 'sql', 'tableau')"
5238,Director Data Management Operations & Claims Processing - HPSI,114400.0,United States,"('sql', 'excel')"
5280,Operational Data Analyst,68500.0,United States,"('python', 'sql', 'powerbi', 'excel')"
5293,Risk Data Management Associate,110000.0,United States,"('sql', 'azure')"
5304,Senior Data Analyst Loan Operations,164320.0,United States,"('sql',)"
5316,Data Analyst - Financial Markets,109200.0,United States,"('sql', 'powerbi', 'excel', 'tableau', 'azure', 'aws')"
5323,Sr. Tableau Developer,167786.5,United States,"('sql', 'tableau')"
5329,"Business Analyst Intern- Dallas, TX",36400.0,United States,"('python', 'sql', 'excel')"
5343,Data Analyst,83000.0,"Westminster, CO","('python', 'sql', 'excel', 'tableau')"
5347,Data Analyst(W2 Only),130000.0,Anywhere,"('sql',)"
5352,Information Technology Specialist II/ Data Analytics Support (JC-468297) -  Information Technology Services Division/Business Relations Management Section,119592.0,Anywhere,"('python', 'r')"
5386,Visual Data Analyst Needed for Tableau or PowerBI Projects,83200.0,Anywhere,"('powerbi', 'tableau')"
5412,Field Operations Data Analyst- Shockwave (Remote) - Now Hiring,100599.2,"Aurora, CO","('python', 'sql', 'powerbi', 'tableau')"
5426,SR HRIS ANALYST (POWER BI AND ADP WORKFORCE NOW CUSTOM REPORTS),68750.0,"Cañon City, CO","('powerbi',)"
5434,Associate Market Analytics and Evaluation,85000.0,"Cheyenne, WY","('python', 'excel')"
5508,"Sr Analyst, Marketing Insights & Analytics",175500.0,"Denver, CO","('sql', 'powerbi', 'tableau')"
5510,"Corporate, Financial & People Analyst - Full-time",88743.2,"Denver, CO","('powerbi', 'excel')"
5512,Data Reporting Analyst,34320.0,"Denver, CO","('sql', 'excel', 'tableau')"
5526,Java Full Stack Engineer - Junior / Data Analyst (Remote),113500.0,"Fort Collins, CO","('python', 'powerbi', 'tableau', 'machine_learning')"
5536,Tax Data Analyst - Full-time,47205.6,"La Junta, CO","('sql', 'excel')"
5540,Field Operations Data Analyst- Shockwave (Remote),100599.2,"Laramie, WY","('python', 'sql', 'powerbi', 'tableau')"
5557,IT Data Analyst IV (HCA/ITD #10117625),97593.6,"Santa Fe, NM","('python', 'sql', 'powerbi', 'excel')"
5561,Sr. Data Analyst Pharma Commercial Digital Solutions - Full-time,47205.6,"Santa Fe, NM","('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
5562,Sr Data Analyst - SQL & Databricks,47205.6,"Santa Fe, NM","('python', 'sql', 'excel')"
5563,Lead Data Analytics - SQL/ Databricks,47205.6,"Santa Fe, NM","('python', 'sql', 'excel')"
5565,Data Analyst III (HCA/MAD #7191),166400.0,"Santa Fe, NM","('sql',)"
5630,Lead Credit Risk Analyst,140000.0,United States,"('python', 'sql')"
5633,Geographic Information Systems Analyst I (GIS Analyst I),56934.5,United States,"('python', 'sql', 'excel')"
5658,Data Scientist – TS/SCI,225000.0,Anywhere,"('python',)"
5693,Lead Data Engineer,132500.0,"Boulder, CO","('python', 'sql', 'aws')"
5694,Data Analyst Intern,41600.0,"Boulder, CO","('python', 'sql', 'powerbi', 'excel')"
5700,Sr. Data Analyst Pharma Commercial Digital Solutions,126000.0,"Cheyenne, WY","('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
5721,Data Scientist I (Mid-level)-Model Development,166055.0,"Colorado Springs, CO","('python', 'sql', 'machine_learning')"
5722,Defensive Cyber Operations (DCO) Analyst,110000.0,"Colorado Springs, CO","('python',)"
5723,Actuary Lead – P&C Pricing and Reserving Actuary Team,230695.0,"Colorado Springs, CO","('python', 'sql', 'machine_learning')"
5762,AI / Data Scientist Engineer,147500.0,"Denver, CO","('python', 'azure', 'machine_learning', 'aws')"
5766,Advanced Digital Data Analyst,82620.0,"Denver, CO","('python', 'powerbi', 'excel')"
5780,Fraud Strategy & Analytics Analyst II,37803.99999999999,"Fort Carson, CO","('python', 'sql', 'tableau')"
5813,Workforce Reporting Data Analyst,88582.0,"Lone Tree, CO","('sql', 'excel')"
5825,Data Analyst,60000.0,"Pueblo, CO","('sql', 'powerbi', 'tableau')"
5835,"Future Job Opening - Sr Solution Architect, Data and Analytics 1",154000.0,United States,"('sql', 'powerbi', 'tableau', 'azure', 'machine_learning')"
5836,Senior-Data Analysis,167283.0,United States,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'aws')"
5895,Senior Data Lead,145000.0,United States,"('python', 'sql', 'powerbi', 'tableau')"
5897,Sr Data Analytics Analyst,91093.6,United States,"('tableau',)"
5904,"Senior Data Analyst, Marketing Mix Modeling (MMM)",102000.0,United States,"('sql', 'powerbi', 'excel', 'tableau')"
5905,Machine Learning Engineer/Data Science,200000.0,United States,"('python', 'azure', 'machine_learning', 'aws')"
5908,Ocean Modeling Data Assimilation Researcher,86000.0,United States,"('python',)"
5923,Data Analyst,67500.0,"Vernal, UT","('sql',)"
5931,Data Analyst (Finance),85000.0,Anywhere,"('python', 'sql', 'excel')"
5932,Legal Data Analyst – AI Content Optimization (NJ/ NY),103150.0,Anywhere,"('python', 'powerbi', 'machine_learning')"
5943,"Senior Data Analyst, People and Culture",132500.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau')"
5967,"GA4 Analyst (ad-hoc data requests, report building, etc.)",62400.0,Anywhere,"('sql',)"
5993,"Sr. Analyst, Data Science - Full-time",98675.2,"Cheyenne, WY","('sql', 'excel', 'tableau')"
5995,Data Reporting Analyst,25740.0,"Cheyenne, WY","('sql', 'excel', 'tableau')"
5996,Full Stack Data Scientist,98675.2,"Cheyenne, WY","('python', 'machine_learning')"
5997,Sr. Data Analyst Pharma Commercial Digital Solutions - Full-time,47205.6,"Cheyenne, WY","('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
6003,"Analyst, Business Analytics - Full-time",25740.0,"Cheyenne, WY","('sql', 'azure')"
6030,Quantitative Risk Analyst Lead,230305.0,"Colorado Springs, CO","('python',)"
6032,Business Intelligence Analyst Mid-Level (FP&A) - Full-time,80267.2,"Colorado Springs, CO","('sql', 'tableau')"
6061,Energy Analyst,57200.0,"Denver, CO","('excel',)"
6068,"Senior Decision Scientist, Client Data & Measurement",107500.0,"Denver, CO","('python', 'sql')"
6079,"Analyst, Business Analytics - Full-time",34320.0,"Denver, CO","('sql', 'azure')"
6082,Maternal Health Data Analyst and Program Lead,75000.0,"Denver, CO","('python', 'sql', 'powerbi', 'excel', 'tableau', 'azure')"
6129,Sr AWS Big Data Engineer,105600.0,United States,"('python', 'sql', 'tableau', 'aws')"
6178,"Project Assistant, Orrick Analytics",51000.0,United States,"('excel',)"
6182,Data Engineer,88150.0,United States,"('python', 'sql')"
6191,"Sr. Business Analyst, US Prime",145500.0,United States,"('sql', 'powerbi', 'tableau')"
6225,Business Intelligence Data Analyst Lead - Contractor,164000.0,United States,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
6226,Fraud Risk Officer – FPI Data Analysis and Programming,133900.0,United States,"('sql', 'excel', 'tableau')"
6341,Data Analyst,31200.0,"Cañon City, CO","('sql', 'excel')"
6345,"Climate Action Data Analytics and Impact Lead - Climate Action, Sustainability and Resiliency",88582.0,"Denver, CO","('aws',)"
6351,Insight Analyst - AI,91000.0,United States,"('python', 'sql', 'tableau', 'r', 'machine_learning')"
6363,Forensic Analytics - Data Analysis Manager,124500.0,United States,"('excel',)"
6374,Associate - US,64500.0,United States,"('excel',)"
6386,Hiring for Junior Business Analyst & Data Analyst role !! Fresher/experienced,57200.0,United States,"('sql',)"
6404,Field Operations Data Analyst- Shockwave (Remote),100599.2,"Greeley, CO","('python', 'sql', 'powerbi', 'tableau')"
6405,Data Analyst II - Full-time,47205.6,"Denver, CO","('sql', 'powerbi', 'excel', 'tableau')"
6428,Data Analyst Intern,54080.0,"Windsor, CO","('sql', 'powerbi', 'excel')"
6430,Business Data Analyst,65000.0,"Broomfield, CO","('sql', 'powerbi', 'excel')"
6433,UHRS Data Analyst- Arabic Language,33280.0,Anywhere,"('machine_learning',)"
6475,Remote Data Analyst Jobs,52000.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
6479,Business Data Analyst,88400.0,"  Springdale, AR   ","('excel',)"
6500,"Data Analyst, Growth Marketing",107500.0,  United States   ,"('sql',)"
6539,Senior Data Analyst,77500.0,  United States   ,"('powerbi', 'tableau')"
6540,Data Analytics Consultant,85000.0,  United States   ,"('sql', 'powerbi', 'azure')"
6541,Data Analyst,135000.0, Anywhere ,"('python', 'sql', 'tableau')"
6584,Data Analyst,88400.0, Anywhere ,"('excel', 'tableau')"
6585,"Analyst, Protocol Research",112500.0, Anywhere ,"('python', 'sql')"
6595,Principal Data Analyst,198000.0, Anywhere ,"('python', 'sql', 'aws')"
6622,Data Analyst,53040.0,"  Kansas City, MO   ","('sql', 'excel', 'machine_learning')"
6635,Data Analyst (Perf Management ONLY),68910.40000000001,  United States   ,"('excel',)"
6658,Data Analyst,119600.0, Anywhere ,"('python', 'tableau', 'r', 'aws')"
6660,Data Analyst,115000.0, Anywhere ,"('sql', 'powerbi')"
6661,Data Analyst,58350.0,"  Fayetteville, AR   ","('python', 'sql')"
6717,Senior BI Data Analyst,93600.0,"  Kansas City, MO   ","('sql', 'powerbi', 'excel', 'tableau')"
6718,"Data Analyst, Talent Management- Contractor",93600.0, Anywhere ,"('powerbi',)"
6719,Data Analyst,90000.0,"  Overland Park, KS   ","('python', 'sql', 'tableau')"
6720,Data Analyst,95000.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
6721,Data Engineering & Analytics Consultant - Snowflake,100000.0, Anywhere ,"('python', 'sql', 'azure', 'aws')"
6722,Data Analyst Co-op,44500.0,  United States   ,"('python', 'powerbi', 'excel', 'tableau')"
6723,Data Analyst II,80300.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
6745,Data Scientist,160000.0, Anywhere ,"('python', 'machine_learning')"
6747,Medical Data Scientist,200000.0, Anywhere ,"('python',)"
6791,Research Data Analyst (Remote),43680.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
6793,Data Analyst (Jr. - Mid),77500.0,"  Tulsa, OK   ","('sql',)"
6794,Senior Data Analyst (Remote),121100.0, Anywhere ,"('python', 'sql', 'tableau')"
6861,Data Analyst,98800.0,  United States   ,"('python', 'sql', 'tableau')"
6862,Data Quality Analyst,135200.0,"  Lee's Summit, MO   ","('sql',)"
6864,Global Sourcing Data Analyst Lead,100000.0, Anywhere ,"('sql', 'powerbi', 'excel')"
